feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
1.248,0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196
0.084,0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308
0.038,0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338
0.038,0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174
0.042,0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026
0.04,0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02
0.036,0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026
0.042,0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02
0.036,0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026
0.038,2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02
2.344,0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026
0.73,0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964
0.38,1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83
1.592,0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072
0.982,1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298
1.458,0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3
0.222,0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098
0.764,0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332
0.774,1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026
1.08,0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022
0.142,1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028
1.602,0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02
0.05,0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026
0.196,0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022
0.308,0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856
0.338,0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196
0.174,0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166
0.026,0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066
0.02,0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166
0.026,0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054
0.02,0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022
0.026,0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032
0.02,0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024
0.026,0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026
0.964,0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03
0.83,1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716
1.072,1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272
1.298,0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778
0.3,1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152
1.098,0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114
0.332,0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614
0.026,0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27
0.022,0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32
0.028,0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238
0.02,0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11
0.026,0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158
0.022,0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196
0.856,0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56
0.196,0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022
0.166,1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076
1.066,0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044
0.166,0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022
0.054,0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424
0.022,0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22
0.032,0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216
0.024,0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092
0.026,0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022
0.03,1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022
1.716,1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02
1.272,0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698
0.778,0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51
0.152,0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588
0.114,0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026
0.614,1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292
1.27,0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042
0.32,0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488
0.238,0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928
0.11,0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798
0.158,0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662
0.196,0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098
0.56,0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072
0.022,2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242
2.076,0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356
0.044,0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15
0.022,0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186
0.424,0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164
0.22,0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142
0.216,0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232
0.092,0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228
0.022,0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216
0.022,0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218
0.02,0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218
0.698,2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218
2.51,0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278
0.588,0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302
0.026,0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856
0.292,1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084
1.042,0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18
0.488,2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164
2.928,0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094
0.798,2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174
2.662,0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882
0.098,0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216
0.072,0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096
0.242,0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21
0.356,0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142
0.15,0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316
0.186,0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92
0.164,0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2
0.142,0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228
0.232,0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228
0.228,0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226
0.216,0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232
0.218,0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234
0.218,0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234
0.218,1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236
1.278,1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22
1.302,0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126
0.856,0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058
0.084,0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452
0.18,0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21
0.164,0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25
0.094,0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812
0.174,0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294
0.882,0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09
0.216,0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042
0.096,1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106
1.21,0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506
0.142,1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188
1.316,0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2
0.92,0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218
0.2,0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184
0.228,0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786
0.228,0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914
0.226,0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144
0.232,0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0
0.234,0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0
0.234,0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0
0.236,0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0
0.22,1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0
1.126,0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0
0.058,0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826
0.452,1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77
1.21,1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204
1.25,1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438
1.812,0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588
0.294,0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156
0.09,0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158
0.042,0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174
0.106,0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138
0.506,0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046
0.188,0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126
0.2,0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216
0.218,0.184,0.786,1.914,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.826,2.77,0.204,0.438,0.588,0.156,0.158,0.174,0.138,0.046,0.126,0.216,0.244
